domain,row_id,subject,method_or_test,publication_or_source,caller_or_image_node,gate_or_policy,identity_or_reachability,user_scope_or_impact,sink_or_result,low_privilege_status,classification,evidence,source_or_hash,next_safe_step,notes
amazon-ipc,QE-11,amazonwindowmanager,IAmazonWindowManager setOverscan/setPipVisibility,AmazonWindowManagerService.BinderService publication fosservices/disassembly.log:56234-56244,framework/window helper caller unknown,method-local permission and caller handling incomplete,identity handling unresolved; no clearCallingIdentity-to-PM writer shown,WMS overscan/PIP/status-bar state; no package/HOME sink shown,Caller/gate UNKNOWN; no low-privilege accepted path established,WMS_STATE_SURFACE_BOUNDED_UNKNOWN,fosservices/disassembly.log:56070-56179; artifacts/phase6n/.../amazonwindowmanager_fosinit.xml hash 2a5b62...,Complete method-local gate and caller mapping offline; no WMS Binder invocation,,,"UNKNOWN is retained as an evidence gap, not a vulnerability"
amazon-ipc,QE-12,com.android.vending,LauncherConfigurationReceiver.onReceive/b,manifest exported receiver; action FIRST_SCREEN_ACTIVE_INSTALLS; no component permission,sender UNKNOWN; accepted path requires verification PendingIntent,creatorPackage current launcher OR Setup+ApplicationInfo+launcher qualification; setup flag,no identity clear recovered; PendingIntent creatorPackage is the main gate,aoba.k/aofc.y restore/install bookkeeping; no Fire component or HOME preferred writer,Exported metadata surface is addressable but accepted low-privilege sender not proven,VENDING_RESTORE_BOOKKEEPING_BOUNDED,artifacts/phase6ps-vending-receiver-20260810-01/LauncherConfigurationReceiver.java:43-369; receiver hash 71d17a...b6b47,Recover aoba/aofc consumers host-only; do not broadcast or construct PendingIntent,,,"UNKNOWN is retained as an evidence gap, not a vulnerability"
amazon-ipc,QE-13,com.android.vending,DseService mi/o/t/j/h/f/g,manifest exported service with com.google.android.finsky.permission.DSE; IDseService.BIND,external client unknown; mph Stub dispatch not fully recovered,DeviceSetup feature; Binder.getCallingUid mapped to packages and arjs.z authorization; service permission protection is normal,caller UID used for authorization; no privileged identity relay proven,"default browser, search-selector activity, secure-settings eligibility, DSE/browser install bookkeeping",Exported+normal permission is not bypass evidence; unauthorized package rejected by arjs.z; injected writer scope partly UNKNOWN,VENDING_DSE_GATED; NO FIRE/HOME SINK,"artifacts/phase6mb-vending-jadx-20260810-01/DseService.java:272-484,487-603,656-673,699-736; manifest-print.txt:1571-1581; APK hash a5f456...297a50",Recover exact mph/arjs paths from DEX/smali only; no bind/transact/install/settings mutation,,,"UNKNOWN is retained as an evidence gap, not a vulnerability"
amazon-ipc,QE-14,system_server/OOBE,AmazonPackageManagerService.onBootPhase(550) -> BOOT_AFTER_SYSTEM_OTA -> BootAfterSystemOTAReceiver.onReceive,amazonpackagemanager service publication; protected broadcast source/action in saved manifest/source,trusted system_server lifecycle only; ordinary broadcast sender not proven,phase 550 + PMS.isUpgrade; protected action and RECEIVE_BOOT_AFTER_SYSTEM_OTA; receiver OOBE/demo/action predicates,receiver runs in trusted Context; no ordinary Binder identity; numeric delivered user unresolved,PackageHelper enables OobeHomeActivity; OOBEActivationHelper writes setup/OOBE Settings.Secure flags,No ordinary relay; lifecycle-only high-impact sink; current User-0 OobeHome disabled baseline,PROTECTED_OTA_OOBE_LIFECYCLE; NOT ORDINARY CALLER,fosservices/disassembly.log:96087-96126; BootAfterSystemOTAReceiver.java:27-80 hash c29b32...5cb90; OOBEActivationHelper.java:53-56,Trace Context/user mapping host-only or observe only after natural official OTA; no replay,,,"UNKNOWN is retained as an evidence gap, not a vulnerability"
amazon-ipc,QE-15,DeviceSoftwareOTA,OtaService get controller Binder / IOTAControlService install-like methods,OtaService manifest service boundary; package protection signature|privileged; com.amazon.dcp.ota.permission.CONTROLLER,privileged OTA controller/lifecycle caller; ordinary app/shell caller not proven,service permission CONTROLLER plus privileged package/recovery verification and certificate/product/PVT gates,trusted OTA app to platform UpdateSystem/recovery identity; native boundary unresolved,UpdateSystem.install -> recovery/update-binary -> package extraction/block_image_update -> partition write capability,No low-privilege route established; capability only,PRIVILEGED_OTA_CAPABILITY; NO REACHABLE ORDINARY SINK,OtaService.java hash d39c799a...52f60d; OSUpdateValidator.java:73-78; UpdateSystemWrapper.java:33-44; update-binary hash 02643f...c896b,Continue static registration/function-pointer provenance only; no OTA/recovery/updater/partition execution,,,"UNKNOWN is retained as an evidence gap, not a vulnerability"
gpl-driver-policy,CMDQ/MDP,source ioctl and MDP path with no local capable gate,,/dev/mtk_cmdq,/dev/mtk_cmdq,mtk_cmdq_device plus init 0644 system:system and appdomain read/ioctl,policy-capability; client-not-established,display/hardware state,source ioctl and MDP path with no local capable gate,policy-capability; client-not-established,policy-capability; client-not-established,allow is not arbitrary-app reachability,b3a54d37b4e498ff969a2717cb02cefc923ae6f39da32f5fd8529fe3dce6e899;db5cd91b8d25170ad27809ace8cdbbd2a3f838ec72e2598a4f6b5a44953d322e,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,client literal not established
gpl-driver-policy,M4U,source proc ioctl power/MVA/port path with no local capable gate,,/proc/m4u,/proc/m4u,init 0440 system:media plus M4U_device label and mediacodec allow,policy-capability; client-not-established,DMA/IOMMU theoretical sink,source proc ioctl power/MVA/port path with no local capable gate,policy-capability; client-not-established,policy-capability; client-not-established,mode 0 source is not world access,6351de00903a282ba682427095a155794efd8221f253ff11a0f74ed7c5cb86c;db5cd91b8d25170ad27809ace8cdbbd2a3f838ec72e2598a4f6b5a44953d322e,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,client not established
gpl-driver-policy,performance,source perf ioctl/proc write mode 0664 with no local capable gate,,/proc/perfmgr/perf_ioctl,/proc/perfmgr/perf_ioctl,proc_perfmgr and privileged system/media/graphics routes,policy-capability; client-not-established,performance/resource impact,source perf ioctl/proc write mode 0664 with no local capable gate,policy-capability; client-not-established,policy-capability; client-not-established,0664 is not world-writable,df846d7463d14af07fa98bb0a26d389c1a5e41a46b58763327c9d47a2aa3ff09;82430dbe87b8a5f653110b635289489b99e82bdbe7bdc7a2e1ee5564e674e035,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,client literal not established
gpl-driver-policy,gsensor,source factory calibration ioctl with no local capable gate,,/dev/gsensor,/dev/gsensor,gsensor_device; normal init 0660 radio:system; factory init separate 0666; radio/meta_tst/NVRAM allows,policy-capability; factory-conditional,sensor calibration,source factory calibration ioctl with no local capable gate,policy-capability; factory-conditional,policy-capability; factory-conditional,factory stanza is not retail branch proof,b00912925e4b053f7d80e25ee01b40a70e2eccd6f6eb3db6ea7d398ff32601c;03ced918cd07f8354667ea6205a5281fc22161cc22aa3f2e0a0255bc870a9be3,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,client literal not established
gpl-driver-policy,IDME,source read-only proc fops and stripped write bits,,/proc/idme/<field>,/proc/idme/<field>,proc_idme plus IDME HAL/client read allows,bounded-negative for write; policy-capability for read,read-only product data,source read-only proc fops and stripped write bits,bounded-negative for write; policy-capability for read,bounded-negative for write; policy-capability for read,read confidentiality remains policy-dependent,ab6484ae7a694412e4eeabb67133ddd0c0af221076b6d989c8ab1fe7c84e61e;82430dbe87b8a5f653110b635289489b99e82bdbe7bdc7a2e1ee5564e674e035,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,no selected write client
gpl-driver-policy,lifecycle,source read/seq-only proc and kernel-only setters,,/proc/life_cycle_reason,/proc/life_cycle_reason,genfscon proc_life_cycle_reason and system_server read allow,bounded-negative for direct write; policy-capability for read,telemetry only,source read/seq-only proc and kernel-only setters,bounded-negative for direct write; policy-capability for read,bounded-negative for direct write; policy-capability for read,special-mode labels are not reachability,87e455617e0960658bade537a316c5168a47048db1f2e72922b3e38129449419;82430dbe87b8a5f653110b635289489b99e82bdbe7bdc7a2e1ee5564e674e035,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,no userspace write client
gpl-driver-policy,amzn_drv_test,source owner-writable test dispatcher and factory/RTC labels,,/proc/amzn_drvs/{sign_of_life-idme-logger},/proc/amzn_drvs/{sign_of_life-idme-logger},no matching image marker/policy/client; Image omitted unique markers; trona defconfig omits CONFIG_AMZN_DRV_TEST,conditional-source-only; bounded-negative image marker,not claimed shipped,source owner-writable test dispatcher and factory/RTC labels,conditional-source-only; bounded-negative image marker,conditional-source-only; bounded-negative image marker,do not infer factory reset reachability,6c2309f996cacafaab35cce3935bcb725a5259211751af89df88d3732797029e;10638df8d43c83e0799bfe071ef29a8069ad909b320536cff6b58ee5e1efea7d,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,client not established
gpl-driver-policy,M4U-debugfs,source debugfs mode 0600 and no low-priv route,,M4U debugfs entries,M4U debugfs entries,no exact-image client/runtime debugfs evidence,owner-only source surface,engineering/debug DMA control,source debugfs mode 0600 and no low-priv route,owner-only source surface,owner-only source surface,not opened or written,6351de00903a282ba682427095a155794efd8221f253ff11a0f74ed7c5cb86c;82430dbe87b8a5f653110b635289489b99e82bdbe7bdc7a2e1ee5564e674e035,Host-only source→init→SELinux→client mapping; do not open nodes or send ioctl,not established
existing-tests,6QE-01,package/component disable gate,Phase 6BK/6BL Tahoe package enable vs FreeTimeLauncherActivity component enable,adb/phase6bk/PHASE6BK-TAHOE-ENABLE-20260805-01/; adb/phase6bl/PHASE6BL-TAHOE-COMPONENT-20260805-01/; findings/phase-6bk-kft-component-state-boundary.md,,CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,,Tahoe package enable alone did not expose the child HOME; shell component enable was rejected by PMS before state change; User-0 HOME stayed Fire priority 50.,CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,Per-run sha256sums.txt; exact file hashes indexed in finding,,Host-only compare PMS gate/source locations with existing protected-package evidence; do not repeat enable/set-home/priority matrix.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-02,package disable/force-stop gate,Phase 6FA Fire force-stop and Phase 6FG/PMS protected-package boundary,adb/phase6fa/PHASE6FA-FIRE-FORCESTOP-PROTECTED-20260806-184100/; findings/phase-6fa-fire-force-stop-protected-boundary.md,,CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,,am force-stop com.amazon.firelauncher returned protected-package SecurityException before stopped-state mutation; Fire remained resolver winner.,CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,Run manifest in evidence directory; finding records raw rejection,,No further User-0 disable/force-stop attempt unless a materially new caller/build is available.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-03,package state writer inventory,Phase 6MH/6LZ current writer and permission-holder review,artifacts/phase6mh-package-state-writers-20260810-01/; findings/phase-6mh-package-state-writer-closure.md; findings/phase-6lz-component-state-permission-audit.md,,CONFIRMED_STATIC_PLUS_UNKNOWN_CALLER_PROVENANCE,CONFIRMED_STATIC_PLUS_UNKNOWN_CALLER_PROVENANCE,,"KFT is the confirmed launcher-state writer, scoped by target UserInfo; ordinary low-privilege User-0 writer was not found. CHANGE_COMPONENT_ENABLED_STATE holders do not prove Fire gate bypass.",CONFIRMED_STATIC_PLUS_UNKNOWN_CALLER_PROVENANCE,CONFIRMED_STATIC_PLUS_UNKNOWN_CALLER_PROVENANCE,artifacts/phase6mh.../sha256sums.txt; evidence index hashes; 6LZ live baseline metadata hash 2ebebe79817a91f01ec64638d25bef0527a215542b87944bdb032ca4b8cb8679,,Host-only provenance comparison for anomalous Vending grant; do not grant/revoke permissions or replay writers.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-04,KFT/child user,Phase 6BK/6CB/6CZ/6DI/6ER child lifecycle and public switch,adb/phase6bk/PHASE6BK-KFT-RUNTIME-20260810-01/; adb/phase6cb/; adb/phase6di/PHASE6DI-KFT-DPM-BACKUP-PASSIVE-20260806-01/; findings/phase-6er-kft-child-switch-attribution.md,,CONFIRMED_PER_USER; USER0_WRITER_UNKNOWN,CONFIRMED_PER_USER; USER0_WRITER_UNKNOWN,,Existing managed child User 10/11 state showed Tahoe child HOME and Fire disabled state per-user; switching back restored User-0 Fire. No User-0 restoration writer appeared in focused logs.,CONFIRMED_PER_USER; USER0_WRITER_UNKNOWN,CONFIRMED_PER_USER; USER0_WRITER_UNKNOWN,6BK run manifest; Phase 6ER manifest SHA a3dc4b8a7fa9ad35da2b43b4d7bb23fdfa9a6b81b36fa5ddeab7da9dce99fe6f,,Observe only a naturally authorized profile/OTA lifecycle or host-side static caller mapping; do not invoke tx3 or create/delete users.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-05,Accessibility resident fallback,Phase 6DE installed Microsoft Accessibility service,adb/phase6de/PHASE6DE-MS-INSTALLED-ACCESSIBILITY-20260806-03/; findings/phase-6de-microsoft-installed-accessibility-boundary.md,,CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,,"Service bound, but callback was empty; explicit Fire start and HOME remained Fire priority 50. Binding alone is not a redirect.",CONFIRMED_NEGATIVE,CONFIRMED_NEGATIVE,sha256sums.txt and rollback-result.json; finding records complete run hash check,,No need to re-enable the inert installed service; retain the separate user-consented redirect as distinct evidence.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-06,Accessibility foreground fallback,Phase 6CX/6CY/6IQ research Accessibility/ADB-connected monitor,findings/phase-6iq-adb-foreground-fallback.md; adb/phase6iq/PHASE6IQ-ADB-MONITOR-20260807-05/; findings/phase-6cx-adb-accessibility-foreground-redirect.md,,CONFIRMED_LIMITED_FALLBACK,CONFIRMED_LIMITED_FALLBACK,,"A resident research redirect and ADB-connected monitor can make Microsoft the visible foreground while active; this does not change HOME resolver, package state, or persist after monitor/ADB loss.",CONFIRMED_LIMITED_FALLBACK,CONFIRMED_LIMITED_FALLBACK,Per-run sha256sums.txt; F-118/K-072 finding evidence,,"Only a user-authorized, reversible foreground observation is justified; do not label as HOME replacement or repeat closed variants.",Existing evidence; excluded retests remain excluded
existing-tests,6QE-07,Accessibility PendingIntent fallback,Phase 6PD package update boundary,adb/phase6pd/PHASE6PD-ACCESSIBILITY-PENDINGINTENT-T01/mutation-attempt.txt and after-failed-install.txt; findings/phase-6pd-evidence-index.md,,CONFIRMED_REJECTION; RUNTIME_UNKNOWN,CONFIRMED_REJECTION; RUNTIME_UNKNOWN,,PendingIntent variant update was rejected INSTALL_FAILED_UPDATE_INCOMPATIBLE before replacement; runtime behavior of that build was not measured.,CONFIRMED_REJECTION; RUNTIME_UNKNOWN,CONFIRMED_REJECTION; RUNTIME_UNKNOWN,mutation-attempt ef883a3e17422af0dfed9ef95402c9fef8c32c10286313a163d86ae5325269ac; APK 8a2393edac8338f30bf856c8a7e0f3a8fe5a0e7a383a75db29a121129f421c57,,"Do not uninstall/reinstall; only compare signing/package provenance host-side or use a separately named, explicitly consented test package.",Existing evidence; excluded retests remain excluded
existing-tests,6QE-08,foreground fallback persistence,Phase 6CY/6DI reboot and disconnect observations,findings/phase-6cy-accessibility-reboot-persistence.md; findings/phase-6di-kft-boot-reboot-observation.md; adb/phase6di/,,CONFIRMED_LIMITED; PERSISTENT_HOME_UNKNOWN,CONFIRMED_LIMITED; PERSISTENT_HOME_UNKNOWN,,Accessibility/foreground behavior can persist only as a configured resident fallback under tested conditions; it was not a formal HOME replacement and no persistent preferred-HOME writer was shown.,CONFIRMED_LIMITED; PERSISTENT_HOME_UNKNOWN,CONFIRMED_LIMITED; PERSISTENT_HOME_UNKNOWN,Per-run manifests and evidence indexes; no single new hash required,,Use existing post-reboot read-only captures for comparison; do not alter secure settings or reboot solely to retest.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-09,PM/DPM/Profile,"Phase 6DI DPM callback, Profile Owner, persistent preferred and backup passive observation",adb/phase6di/PHASE6DI-DPM-CALLBACK-READONLY-20260806-01/; PHASE6DI-KFT-DPM-BACKUP-PASSIVE-20260806-01/; findings/phase-6di-kft-dpm-backup-passive.md,,CONFIRMED_STATIC_GATE; CALLER_RELAY_UNKNOWN,CONFIRMED_STATIC_GATE; CALLER_RELAY_UNKNOWN,,DPM tx100 -> PMS tx73 is owner/admin-gated; PMS preferred writer requires trusted identity. Backup was disabled/no active restore; KFT remained child-scoped. No tx100/tx73/tx80/81 was sent.,CONFIRMED_STATIC_GATE; CALLER_RELAY_UNKNOWN,CONFIRMED_STATIC_GATE; CALLER_RELAY_UNKNOWN,sha256sums.txt in each capture; Phase 6DI finding cites all captured hashes,,Host-only search for a legitimate existing Profile Owner relay; do not provision/remove owner or send DPM/Backup transactions.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-10,PM public HOME route,Phase 6DI/6EX public set-home and preferred/force-stop observations,adb/phase6di/PHASE6DI-PUBLIC-SET-HOME-ACTIVITY-OBSERVATION-20260806-02/; adb/phase6ex/; findings/phase-6ex-preferred-force-stop-home-boundary.md,,CONFIRMED_NEGATIVE; EXCLUDED_RETEST,CONFIRMED_NEGATIVE; EXCLUDED_RETEST,,"Third-party preferred record and ordinary set-home path were reachable, but Microsoft effective priority stayed 0 and Fire priority 50 won; force-stopping Microsoft did not change winner.",CONFIRMED_NEGATIVE; EXCLUDED_RETEST,CONFIRMED_NEGATIVE; EXCLUDED_RETEST,Per-run sha256sums.txt; finding records result flags,,"Do not repeat excluded priority APK matrix, set-home, preferred, or force-stop combinations.",Existing evidence; excluded retests remain excluded
existing-tests,6QE-11,OOBE/OTA,Phase 6Q/6DI OOBE read-only and BootAfterSystemOTAReceiver/static audit,adb/phase6q/PHASE6Q-RO-20260805-01/; adb/phase6di/PHASE6DI-OOBE-READONLY-20260806-01/; findings/phase-6q-evidence-index.md,,CONFIRMED_GUARDED; RUNTIME_POST_OTA_UNKNOWN,CONFIRMED_GUARDED; RUNTIME_POST_OTA_UNKNOWN,,"Receiver and OOBE HOME priority-100 path are guarded by system-server OTA lifecycle, protected broadcast, OOBE/demo/shared-pref gates; OobeHomeActivity is disabled in baseline. No manual broadcast or OTA was executed.",CONFIRMED_GUARDED; RUNTIME_POST_OTA_UNKNOWN,CONFIRMED_GUARDED; RUNTIME_POST_OTA_UNKNOWN,6Q-RO-007 hash 324359ebfc3b9e9b49fa5f90fe4eb72d4442afe47b3b613bd7db75aa76f923e6; 6Q-RO-008 service list hash 1bed100e5cb128fed02bd197964792a6ecc1ea461818772747d1d543f334e6ba,,Only observe after a legitimate official OTA; otherwise host-only map registration/caller evidence. No broadcast/OTA/recovery/updater.,Existing evidence; excluded retests remain excluded
existing-tests,6QE-12,OTA updater boundary,Phase 6I/6M/6Q/6MM/6MD/6MK updater and post-install audits,artifacts/phase6n/oobe-ipc-ota-audit-20260804-191216/; artifacts/phase6mm-updater-blockimage-20260810-01/; findings/phase-6mm-updater-blockimage-closure.md; findings/phase-6md-native-updater-path-audit.md,,CONFIRMED_STATIC_BOUNDARY; NATIVE/NATURAL_UNKNOWN,CONFIRMED_STATIC_BOUNDARY; NATIVE/NATURAL_UNKNOWN,,PS7331 updater uses fixed block-image/partition writes; no dynamic post-install primitive or low-privilege launcher sink was recovered. Native completeness and natural post-OTA behavior remain bounded unknowns.,CONFIRMED_STATIC_BOUNDARY; NATIVE/NATURAL_UNKNOWN,CONFIRMED_STATIC_BOUNDARY; NATIVE/NATURAL_UNKNOWN,Each artifact has sha256sums.txt; Phase 6MM/MD evidence indexes list hashes,,"Host-only inspect already captured updater CFG/source gaps; wait for natural signed OTA, do not replay or invoke updater/recovery.",Existing evidence; excluded retests remain excluded
