evidence_id,phase,surface,source,caller,gate,identity_scope,sink,observed_effect,confidence,evidence_file,evidence_sha256,status,scope
WK-017,6WL,6WK broad surface,work/luna_worker_phase6wk_broad_surface_20260810.csv,UserManagerService,"system_server internal; file path, DAC, SELinux and caller gate UNKNOWN",user list and user state,UserManagerService,,static file sink,,a92e54ac19e886b935b547717827ccf018d1caa554b8ecaf8467b6077d7d309e,,previous public Phase 6X2 corpus
WF-POL-001,6WL,6WF live ProductPolicy,,,,,,none; read-only,UNKNOWN,artifacts/phase6wf-product-policy-readonly-20260810-01/global_policy.xml,2cc60c0ee80bbba2752671b7323e2bdaae8f87125b7251726f821906f58087e2,CONFIRMED_NO_ENTRY,previous public Phase 6X2 corpus
WF-POL-002,6WL,6WF live ProductPolicy,,,,,,none; read-only,UNKNOWN,artifacts/phase6wf-product-policy-readonly-20260810-01/common_device_policy.xml,75c7919d2006fc0b088996cd2048b927c419b03ca025a95b20ff31e3de9868aa,CONFIRMED_NO_ENTRY,previous public Phase 6X2 corpus
WF-POL-003,6WL,6WF live ProductPolicy,,,,,,none; read-only,UNKNOWN,artifacts/phase6wf-product-policy-readonly-20260810-01/multimodal_device_policy.xml,66f05c0e0f502e6db191904ec39be5e5b6302905f00cdacfc8a29ef327089512,CONFIRMED_NO_ENTRY,previous public Phase 6X2 corpus
WF-POL-004,6WL,6WF live ProductPolicy,,,,,,none; read-only,UNKNOWN,artifacts/phase6wf-product-policy-readonly-20260810-01/receiver_filter_policy.xml,c3a80bcd0b52250aaa72bd863ae6a633f3153df646ffc57682972bc7c39fab8c,CONFIRMED_NOT_HOME_WRITER,previous public Phase 6X2 corpus
WF-POL-005,6WL,6WF live ProductPolicy,,,,,,none; pull failed with ENOENT,UNKNOWN,artifacts/phase6wf-product-policy-readonly-20260810-01/device_policy_paths.txt,fee33721f9ea80bb151b2fb04b58de4d9e846a1de68c7c994f6e7416d217fe07,UNKNOWN_LAYOUT_MISMATCH,previous public Phase 6X2 corpus
KX-IPC-001,6X-IPC,IAmazonKeyguardService.dismissWithPendingIntent (Stub method; Proxy method; tx UNKNOWN),AmazonKeyguardService$2.dismissWithPendingIntent; fosservices disassembly lines 168487-168535; boot-fosframework Proxy lines 391141-391186,Binder caller UID from Binder.getCallingUid(); verified default package resolved from that UID,checkUidPermission(android.permission.CONTROL_KEYGUARD) OR checkUidPermission(com.amazon.permission.AMAZON_CONTROL_KEYGUARD) in checkKeyguardPermissions; exact permission protection level and service-manager/SELinux gate UNKNOWN,caller UID is retained and forwarded with verified package; no clearCallingIdentity/restoreCallingIdentity observed; target PendingIntent arguments are caller-supplied but downstream SystemUI receives verified UID/package,IAmazonKeyguardServiceSystemUI.dismissWithPendingIntent; SystemUI keyguard dismissal/PendingIntent flow,"Static implementation confirms a privileged SystemUI/keyguard sink; no runtime success, HOME selection, package-state mutation, or exploit is established",High static,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log; decompiled/baksmali/vdexExtractor/boot-fosframework/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c; fc101d798368bf91fae1ee553e44964d52bb9e2287652de8c92b43964600ad71,NEW_DIFFERENCE_STATIC_ONLY,previous public Phase 6X2 corpus
KX-IPC-002,6X-IPC,IAmazonKeyguardService.setAccessibilityInfo (Stub method; Proxy method; tx UNKNOWN),AmazonKeyguardService$2.setAccessibilityInfo; fosservices disassembly lines 168690-168730; boot-fosframework Proxy lines 391292-391321,Binder caller UID from Binder.getCallingUid(); verified default package resolved from that UID,checkUidPermission(android.permission.CONTROL_KEYGUARD) OR checkUidPermission(com.amazon.permission.AMAZON_CONTROL_KEYGUARD) in checkKeyguardPermissions; exact protection level and service-manager/SELinux gate UNKNOWN,caller UID and verified package are forwarded to SystemUI; no identity clear observed; user ID is not explicit in the public method signature,IAmazonKeyguardServiceSystemUI.setAccessibilityInfo; keyguard accessibility metadata/list state,"Static SystemUI state sink only; no runtime reachability, arbitrary package acceptance, HOME effect, or exploit is established",High static,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log; decompiled/baksmali/vdexExtractor/boot-fosframework/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c; fc101d798368bf91fae1ee553e44964d52bb9e2287652de8c92b43964600ad71,NEW_DIFFERENCE_STATIC_ONLY,previous public Phase 6X2 corpus
KX-IPC-003,6X-IPC,IAmazonKeyguardService.setForegroundColor (Stub method; Proxy method; tx UNKNOWN),AmazonKeyguardService$2.setForegroundColor; fosservices disassembly lines 168732-168795; boot-fosframework Proxy lines 391322-391349,Binder caller UID from Binder.getCallingUid(); verified default package resolved from that UID,checkUidPermission(android.permission.CONTROL_KEYGUARD) OR checkUidPermission(com.amazon.permission.AMAZON_CONTROL_KEYGUARD) in checkKeyguardPermissions; exact protection level and service-manager/SELinux gate UNKNOWN,caller UID and verified package are forwarded to SystemUI; no identity clear observed; user ID is not explicit in the public method signature,IAmazonKeyguardServiceSystemUI.setForegroundColor; keyguard foreground color/presentation state,"Static SystemUI presentation sink only; no runtime reachability, arbitrary caller acceptance, HOME effect, or exploit is established",High static,decompiled/baksmali/vdexExtractor/fosservices/disassembly.log; decompiled/baksmali/vdexExtractor/boot-fosframework/disassembly.log,ecbe62fe8eb8bd575da8b2a73a155875df937073ccc2faa020ca592c0515151c; fc101d798368bf91fae1ee553e44964d52bb9e2287652de8c92b43964600ad71,NEW_DIFFERENCE_STATIC_ONLY,previous public Phase 6X2 corpus
6X-OTA-01,6X-OTA,version/provenance,7.3.3.1 adjacent OTA manifest,OTA privileged lifecycle is not established by this file alone,manifest metadata records product/version/key_type; no runtime install gate is exercised,PS7331.4463N package identity only; installed baseline is PS7330.4104N; runtime UID/SELinux UNKNOWN,No caller-to-writer inference; no exact installed-build post-install or rollback sink,NONE,high,firmware/manifests/OTA-20260803-01/README.md:1-30,3b7971859d4df3b85a671ab5340d3ad9bb2efb8501c2f09ec71374ac74abf7a5,excluded_adjacent_version,previous public Phase 6X2 corpus
6X-OTA-02,6X-OTA,host extraction provenance,selected/compiled-02 debugfs-derived manifests,No installer/recovery caller; extraction is host-side,"file list and per-output SHA-256 only; no package signature, recovery, or execution gate",Derived artifact identity only; runtime process/UID/SELinux UNKNOWN,"Framework/APK/VDEX outputs are analysis inputs, not post-install/native writer execution",NONE,high,firmware/extracted/PS7331/selected/extraction-manifest.tsv:1-10; firmware/extracted/PS7331/compiled-02/extraction-manifest.tsv:1-12,b098f85287a729d03cfac1ac6f767a3ba6a15ce8c65d7f9e581cbbed75448a74;7da7040b4c7454084d8c30452edc05d4c68ce3813fe20700d4016036e4097716,excluded_host_derived,previous public Phase 6X2 corpus
6X-OTA-03,6X-OTA,post-install/native updater/recovery,existing Phase 6WH/6SD/6SP/6VB static corpus,Privileged OTA lifecycle and recovery context are capability candidates; ordinary app/shell caller not shown,metadata/hash/recovery-verification/controller gates precede handoff; indirect dispatch and complete caller join UNKNOWN,"UpdateSystem/recovery UID, SELinux domain, AVB rollback authority, and exact user scope UNKNOWN",Edify extraction/block-image/cache/readlink paths reach high-privilege file/partition capability statically,NONE,high,work/luna_worker_phase6wh_ota_residual_20260810.csv:2-7,d88e35ec08d9ef0a55a3dbc17dc430b62d3b419810653542b6dd3077095cca24;4d0128ee85eec7b0c88716012858bef699f740907e46e854939c83a6c9e99077;d653e4a84898509781a333c56502087a83981781fcf6612d7026bfd79602b477;1136d4815ae63011522fead17ef743bc0daa57334ae6ebb3b4c05c1d09507c52;c99f6884fa298546b18722a5addb46ae35aff4c9f6003d8ad3ccaebe2edfdbd9,duplicate_no_new_gap,previous public Phase 6X2 corpus
6X-OTA-04,6X-OTA,temporary path/symlink/canonicalization,existing Java/native staging and cache evidence,SideloadMover/MakeFreeSpaceOnCache are static callers only; external input provenance UNKNOWN,"basename staging, rename/copy-delete fallback, readlink/unlink/free-space helpers; no proven no-follow/atomicity gate","Path owner, race semantics, helper return dataflow, and writer identity UNKNOWN",Potential staging/cache and native writer capability remains bounded; no arbitrary-path write established,NONE,high,work/luna_worker_ota_canonicalization_provenance_20260810.md:1-34,4d6bc6518f8f45773ac517225d33e9f990ed1de5c590c2b68bf827482e057e64,duplicate_unknown_boundary,previous public Phase 6X2 corpus
6XG-001,6XG-GPL,input/uinput,kernel/mediatek/mt8183/4.4/drivers/input/misc/uinput.c:909-933; source SHA-256 98b41492311d9b9fb9ccbfe269a2fddc0fb436f3048b7887e1f6e5482d36211,"uinput_fops: read, write, unlocked_ioctl, compat_ioctl; misc_register",CONFIG_INPUT_UINPUT=y (artifacts/phase5/ps7331-ikconfig-20260804-01/kernel.config:2146); no capable()/credential gate in inspected uinput source; final node mode/SELinux not joined,No exact shipped native ELF open/write/ioctl callsite; package and UID/domain not established,Synthetic input device creation and event injection into the kernel input graph; no direct PMS/HOME writer in scoped source,Source capability is confirmed; shipped caller/reachability and package effect are not established,"high source, low caller",firmware/extracted/PS7331-SOURCE-20250617/platform.tar member kernel/mediatek/mt8183/4.4/drivers/input/misc/uinput.c,98b41492311d9b9fb9ccbfe269a2fddc0fb436f3048b7887e1f6e5482d36211a,NEW_SOURCE_EVIDENCE,previous public Phase 6X2 corpus
6XG-002,6XG-GPL,power-supply sysfs,"kernel/mediatek/mt8183/4.4/drivers/power/power_supply_sysfs.c:34-39,115-136,238-263; source SHA-256 54409386286849db4768d1b013b0151c3b8e52d3c5b4e434b52d8881364cc38e",POWER_SUPPLY_ATTR store; power_supply_store_property -> power_supply_set_property,"CONFIG_POWER_SUPPLY=y; attributes are read-only by default and gain S_IWUSR only when psy->desc->property_is_writeable(psy, property)>0; no SELinux/domain caller join","No exact shipped native sysfs write caller, package, UID, or domain established",Battery/charger power-supply property mutation when the provider advertises a writable property; no package/HOME sink shown,Generic source writer with provider callback gate; shipped path and caller unknown,"high source, low caller",firmware/extracted/PS7331-SOURCE-20250617/platform.tar member kernel/mediatek/mt8183/4.4/drivers/power/power_supply_sysfs.c,54409386286849db4768d1b013b0151c3b8e52d3c5b4e434b52d8881364cc38e,NEW_SOURCE_EVIDENCE,previous public Phase 6X2 corpus
6XG-003,6XG-GPL,RPMB char device precise negative,"kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c:2364-2544,2732-2764; source SHA-256 a6b070190ad8b97173c129509e6d8f8ae8c9f0d383bc349be44d9c919387c8d5","rpmb_fops: open, release, unlocked_ioctl; .write=NULL; .read=NULL; cdev_add/device_create with RPMB_NAME","CONFIG_RPMB=y; CONFIG_RPMB_INTF_DEV is not set in merged kernel.config:2235-2237; no local capable() proof; TEE/authentication is downstream, not a userspace identity proof",Existing rpmb_svc process evidence does not identify a native open/ioctl callsite or package/UID; no ordinary-app caller established,Authenticated persistent RPMB read/write/counter operations are available only through ioctl path in this fops; direct read/write file operations are source-negated,Precise negative for read/write fops; ioctl sink remains source-only with caller/node ownership unresolved,"high source, medium classification",firmware/extracted/PS7331-SOURCE-20250617/platform.tar member kernel/mediatek/mt8183/4.4/drivers/char/rpmb/rpmb-mtk.c,a6b070190ad8b97173c129509e6d8f8ae8c9f0d383bc349be44d9c919387c8d5,PRECISE_NEGATIVE_PLUS_SOURCE,previous public Phase 6X2 corpus
